Date,SessionTime,DriverAhead,DistanceToDriverAhead,Time,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Distance,RelativeDistance,Status,X,Y,Z
06:23.5,0 days 00:19:18.806000,,1.532969126,0 days 00:06:14.039000,7445,90,2,0,TRUE,8,pos,14469.36784,0.158503661,OnTrack,-301,-196,546
06:23.6,0 days 00:19:18.930000,,1.532615741,0 days 00:06:14.163000,7141,87,2,0,FALSE,8,car,14472.34444,0.158536268,OnTrack,-278.7446549,-214.9562867,545.2570857
06:23.7,0 days 00:19:18.986000,,1.532262356,0 days 00:06:14.219000,7098,87,2,0,FALSE,8,pos,14473.70519,0.158551174,OnTrack,-269,-225,545
06:23.8,0 days 00:19:19.090000,,1.531908971,0 days 00:06:14.323000,7056,87,2,0,FALSE,8,car,14476.21111,0.158578625,OnTrack,-254.0646702,-245.4442216,544.8417398
06:23.9,0 days 00:19:19.246000,,1.531555586,0 days 00:06:14.479000,7214,84,2,10,FALSE,8,pos,14479.73865,0.158617267,OnTrack,-237,-279,545
06:24.1,0 days 00:19:19.370000,,1.531202201,0 days 00:06:14.603000,7372,81,2,20,FALSE,8,car,14482.51111,0.158647638,OnTrack,-225.2423949,-306.4215498,545.0184877
06:24.2,0 days 00:19:19.485000,,1.530848816,0 days 00:06:14.718000,7435,82,2,28,FALSE,8,pos,14485.16962,0.15867676,OnTrack,-216,-332,545
06:24.3,0 days 00:19:19.610000,,1.53049543,0 days 00:06:14.843000,7498,84,2,37,FALSE,8,car,14488.11111,0.158708983,OnTrack,-207.9893186,-359.7967511,544.9992973
06:24.3,0 days 00:19:19.645000,,1.530142045,0 days 00:06:14.878000,7688,85,2,42,FALSE,8,pos,14488.93563,0.158718015,OnTrack,-206,-368,545
06:24.5,0 days 00:19:19.810000,,1.52978866,0 days 00:06:15.043000,7878,86,2,48,FALSE,8,car,14492.88889,0.15876132,OnTrack,-197.7429488,-410.0313956,545.0003774
06:24.6,0 days 00:19:19.905000,,1.529435275,0 days 00:06:15.138000,8455,91,2,56,FALSE,8,pos,14495.3048,0.158787785,OnTrack,-194,-432,545
06:24.8,0 days 00:19:20.090000,,1.52908189,0 days 00:06:15.323000,9032,96,2,64,FALSE,8,car,14500.35556,0.158843113,OnTrack,-189.0158685,-465.1056709,545.000133
06:24.8,0 days 00:19:20.145000,,1.528728505,0 days 00:06:15.378000,9483,102,2,68,FALSE,8,pos,14501.95378,0.158860621,OnTrack,-188,-476,545
06:25.0,0 days 00:19:20.290000,,1.52837512,0 days 00:06:15.523000,9934,109,2,73,FALSE,8,car,14506.41111,0.158909449,OnTrack,-186.1428651,-512.2822304,544.9997202
06:25.0,0 days 00:19:20.305000,,1.528021735,0 days 00:06:15.538000,10321,116,2,78,FALSE,8,pos,14506.89649,0.158914766,OnTrack,-186,-517,545
06:25.2,0 days 00:19:20.530000,,1.52766835,0 days 00:06:15.763000,10709,124,2,83,FALSE,8,car,14514.67778,0.159000005,OnTrack,-184.8672864,-606.901141,545.0067195
06:25.3,0 days 00:19:20.585000,,1.52743276,0 days 00:06:15.818000,10778,129,2,88,FALSE,8,pos,14516.68703,0.159022015,OnTrack,-185,-627,545
06:25.5,0 days 00:19:20.865000,,1.52719717,0 days 00:06:16.098000,10847,135,2,94,FALSE,8,pos,14527.49952,0.15914046,OnTrack,-189,-707,545
06:25.7,0 days 00:19:21.010000,,1.52696158,0 days 00:06:16.243000,10917,141,2,100,FALSE,8,car,14533.47778,0.159205949,OnTrack,-194.0723401,-761.6249835,545.2511909
06:25.9,0 days 00:19:21.205000,,1.526608195,0 days 00:06:16.438000,10637,149,2,100,FALSE,8,pos,14541.97204,0.159298998,OnTrack,-203,-846,545
06:25.9,0 days 00:19:21.210000,,1.52625481,0 days 00:06:16.443000,10357,157,3,100,FALSE,8,car,14542.2,0.159301495,OnTrack,-203.2350119,-848.1162844,544.9671533
06:26.0,0 days 00:19:21.325000,,1.525901425,0 days 00:06:16.558000,10605,164,3,100,FALSE,8,pos,14547.60264,0.159360678,OnTrack,-209,-899,544
06:26.2,0 days 00:19:21.490000,,1.52554804,0 days 00:06:16.723000,10853,172,4,100,FALSE,8,car,14555.57778,0.159448041,OnTrack,-220.8023594,-1003.437269,543.223889
06:26.3,0 days 00:19:21.625000,,1.525194655,0 days 00:06:16.858000,11092,172,4,100,FALSE,8,pos,14561.96086,0.159517964,OnTrack,-230,-1086,543
06:26.4,0 days 00:19:21.690000,,1.52484127,0 days 00:06:16.923000,11331,172,4,100,FALSE,8,car,14565.13333,0.159552717,OnTrack,-233.2404295,-1115.770667,542.9448454
06:26.6,0 days 00:19:21.929000,,1.5241345,0 days 00:06:17.162000,10918,189,4,100,FALSE,8,car,14577.68083,0.159690168,OnTrack,-241.370181,-1193.72169,542.9802694
06:26.6,0 days 00:19:21.965000,,1.52389891,0 days 00:06:17.198000,10894,191,4,100,FALSE,8,pos,14579.61778,0.159711386,OnTrack,-243,-1209,543
06:26.9,0 days 00:19:22.185000,,1.52366332,0 days 00:06:17.418000,10870,193,4,100,FALSE,8,pos,14591.59659,0.159842607,OnTrack,-256,-1328,543
06:26.9,0 days 00:19:22.209000,,1.52342773,0 days 00:06:17.442000,10846,196,5,100,FALSE,8,car,14592.92528,0.159857162,OnTrack,-257.5263479,-1341.680605,542.9405962
06:27.1,0 days 00:19:22.445000,,1.523074345,0 days 00:06:17.678000,11156,201,5,100,FALSE,8,pos,14606.25607,0.160003193,OnTrack,-272,-1473,542
06:27.3,0 days 00:19:22.569000,,1.52272096,0 days 00:06:17.802000,11467,206,5,100,FALSE,8,car,14613.52528,0.160082823,OnTrack,-278.20782,-1537.116705,541.9622986
06:27.3,0 days 00:19:22.645000,,1.52248537,0 days 00:06:17.878000,11272,210,5,100,FALSE,8,pos,14618.08723,0.160132797,OnTrack,-285,-1589,542
06:27.5,0 days 00:19:22.825000,,1.52224978,0 days 00:06:18.058000,11078,214,5,100,FALSE,8,pos,14629.09527,0.160253384,OnTrack,-313,-1755,542
06:27.5,0 days 00:19:22.849000,,1.522014189,0 days 00:06:18.082000,10884,219,5,100,FALSE,8,car,14630.55861,0.160269414,OnTrack,-316.3241467,-1772.438892,542.005098
06:27.7,0 days 00:19:23.009000,,1.521307419,0 days 00:06:18.242000,10648,220,6,100,FALSE,8,car,14640.33639,0.160376524,OnTrack,-332.5564142,-1841.367497,542.09572
06:27.8,0 days 00:19:23.145000,,1.520954034,0 days 00:06:18.378000,10718,225,6,100,FALSE,8,pos,14648.99252,0.160471347,OnTrack,-347,-1888,542
06:27.9,0 days 00:19:23.249000,,1.520600649,0 days 00:06:18.482000,10788,231,6,100,FALSE,8,car,14655.73639,0.160545222,OnTrack,-362.0387911,-1937.905292,541.7169907
06:28.1,0 days 00:19:23.449000,,1.519893879,0 days 00:06:18.682000,11158,235,6,100,FALSE,8,car,14668.79194,0.160688238,OnTrack,-404.468315,-2071.81442,541.0276323
06:28.1,0 days 00:19:23.465000,,1.519540494,0 days 00:06:18.698000,11247,237,6,100,FALSE,8,pos,14669.84907,0.160699818,OnTrack,-409,-2085,541
06:28.3,0 days 00:19:23.649000,,1.519187109,0 days 00:06:18.882000,11336,240,6,100,FALSE,8,car,14682.12528,0.160834297,OnTrack,-470.2963386,-2254.723531,540.9787373
06:28.4,0 days 00:19:23.705000,,1.518833724,0 days 00:06:18.938000,11373,240,6,100,FALSE,8,pos,14685.86888,0.160875306,OnTrack,-486,-2297,541
06:28.5,0 days 00:19:23.809000,,1.518480339,0 days 00:06:19.042000,11411,241,6,100,FALSE,8,car,14692.83639,0.160951631,OnTrack,-506.9848332,-2352.431096,541.0160183
06:28.7,0 days 00:19:24.005000,,1.518126954,0 days 00:06:19.238000,11582,243,6,100,FALSE,8,pos,14706.12437,0.161097193,OnTrack,-535,-2422,541
06:28.8,0 days 00:19:24.090000,,1.517773569,0 days 00:06:19.323000,11754,245,6,100,FALSE,8,car,14711.96,0.161161119,OnTrack,-553.1388661,-2466.674721,540.9968549
06:28.9,0 days 00:19:24.250000,,1.517066799,0 days 00:06:19.483000,11583,250,6,100,FALSE,8,car,14723.07111,0.161282835,OnTrack,-598.867684,-2575.42085,540.9992605
06:28.9,0 days 00:19:24.265000,,1.516713414,0 days 00:06:19.498000,11014,252,6,100,FALSE,8,pos,14724.12091,0.161294335,OnTrack,-604,-2587,541
06:29.1,0 days 00:19:24.450000,,1.516360029,0 days 00:06:19.683000,10446,254,7,100,FALSE,8,car,14737.18222,0.161437414,OnTrack,-677.8073048,-2745.774744,541.013283
06:29.2,0 days 00:19:24.546000,,1.516124439,0 days 00:06:19.779000,10529,256,7,100,FALSE,8,pos,14744.04489,0.161512591,OnTrack,-712,-2816,541
06:29.5,0 days 00:19:24.826000,,1.515888849,0 days 00:06:20.059000,10613,258,7,100,FALSE,8,pos,14764.36016,0.161735133,OnTrack,-785,-2944,541
06:29.7,0 days 00:19:24.970000,,1.515653259,0 days 00:06:20.203000,10697,261,7,100,FALSE,8,car,14774.88222,0.161850396,OnTrack,-847.6135233,-3031.778148,541.3825395
06:29.9,0 days 00:19:25.186000,,1.515299874,0 days 00:06:20.419000,10763,262,7,100,FALSE,8,pos,14790.71406,0.162023825,OnTrack,-961,-3174,542
06:30.0,0 days 00:19:25.290000,,1.514946489,0 days 00:06:20.523000,10830,264,7,100,FALSE,8,car,14798.34889,0.16210746,OnTrack,-1011.277332,-3226.055339,542.0052388
06:30.0,0 days 00:19:25.326000,,1.514593104,0 days 00:06:20.559000,10878,264,7,100,FALSE,8,pos,14800.99271,0.162136422,OnTrack,-1034,-3246,542
06:30.3,0 days 00:19:25.570000,,1.514239719,0 days 00:06:20.803000,10927,265,7,100,FALSE,8,car,14818.96,0.162333243,OnTrack,-1260.344627,-3412.099699,542.0184683
06:30.3,0 days 00:19:25.586000,,1.513886334,0 days 00:06:20.819000,10974,266,7,100,FALSE,8,pos,14820.14508,0.162346225,OnTrack,-1272,-3420,542
06:30.5,0 days 00:19:25.850000,,1.513532949,0 days 00:06:21.083000,11022,268,7,100,FALSE,8,car,14839.80444,0.162561582,OnTrack,-1369.49501,-3473.934083,541.2154802
06:30.6,0 days 00:19:25.905000,,1.513179563,0 days 00:06:21.138000,11046,268,7,100,FALSE,8,pos,14843.90572,0.162606509,OnTrack,-1392,-3484,541
06:30.8,0 days 00:19:26.090000,,1.512826178,0 days 00:06:21.323000,11071,269,7,100,FALSE,8,car,14857.73778,0.162758032,OnTrack,-1506.865117,-3538.080792,540.2494493
06:30.9,0 days 00:19:26.185000,,1.512472793,0 days 00:06:21.418000,11119,270,7,100,FALSE,8,pos,14864.90526,0.162836547,OnTrack,-1584,-3575,540
06:30.9,0 days 00:19:26.250000,,1.512119408,0 days 00:06:21.483000,11168,272,7,100,FALSE,8,car,14869.82667,0.162890458,OnTrack,-1642.507686,-3603.074971,539.9213689
06:31.1,0 days 00:19:26.405000,,1.511766023,0 days 00:06:21.638000,11194,273,7,100,FALSE,8,pos,14881.5948,0.163019372,OnTrack,-1789,-3674,540
06:31.2,0 days 00:19:26.530000,,1.511412638,0 days 00:06:21.763000,11220,274,7,100,FALSE,8,car,14891.13778,0.16312391,OnTrack,-1893.837035,-3726.18821,540.2748312
06:31.4,0 days 00:19:26.730000,,1.510705868,0 days 00:06:21.963000,11386,277,7,100,FALSE,8,car,14906.52667,0.163292486,OnTrack,-2035.215491,-3798.667262,540.8916982
06:31.5,0 days 00:19:26.805000,,1.510352483,0 days 00:06:22.038000,11452,278,7,100,FALSE,8,pos,14912.32569,0.163356011,OnTrack,-2081,-3822,541
06:31.7,0 days 00:19:26.970000,,1.509999098,0 days 00:06:22.203000,11518,279,7,100,FALSE,8,car,14925.12667,0.163496238,OnTrack,-2168.177672,-3865.841453,540.9485184
06:31.8,0 days 00:19:27.165000,,1.509645713,0 days 00:06:22.398000,11516,280,7,100,FALSE,8,pos,14940.31476,0.163662615,OnTrack,-2266,-3914,541
06:32.0,0 days 00:19:27.330000,,1.509292328,0 days 00:06:22.563000,11514,281,7,100,FALSE,8,car,14953.22667,0.163804058,OnTrack,-2362.86589,-3961.037865,541.7178673
06:32.1,0 days 00:19:27.425000,,1.508938943,0 days 00:06:22.658000,11560,282,7,100,FALSE,8,pos,14960.68967,0.163885811,OnTrack,-2425,-3990,542
06:32.2,0 days 00:19:27.490000,,1.508585558,0 days 00:06:22.723000,11606,283,7,100,FALSE,8,car,14965.80444,0.16394184,OnTrack,-2470.321141,-4010.392665,542.0207586
06:32.3,0 days 00:19:27.625000,,1.508232173,0 days 00:06:22.858000,11639,283,7,100,FALSE,8,pos,14976.44255,0.164058375,OnTrack,-2569,-4053,542
06:32.5,0 days 00:19:27.770000,,1.507878788,0 days 00:06:23.003000,11672,284,7,100,FALSE,8,car,14987.89333,0.164183811,OnTrack,-2675.199336,-4096.137339,542.774851
06:32.5,0 days 00:19:27.865000,,1.507525403,0 days 00:06:23.098000,11692,284,7,100,FALSE,8,pos,14995.41062,0.164266159,OnTrack,-2745,-4123,543
06:32.7,0 days 00:19:28.010000,,1.507172018,0 days 00:06:23.243000,11713,285,7,100,FALSE,8,car,15006.89333,0.164391946,OnTrack,-2852.507079,-4162.003695,542.2153013
06:32.7,0 days 00:19:28.045000,,1.506818633,0 days 00:06:23.278000,11697,285,7,100,FALSE,8,pos,15009.66321,0.164422288,OnTrack,-2879,-4171,542
06:32.9,0 days 00:19:28.170000,,1.506465248,0 days 00:06:23.403000,11681,285,7,100,FALSE,8,car,15019.56,0.164530702,OnTrack,-2975.575743,-4201.641687,541.4240942
06:32.9,0 days 00:19:28.245000,,1.506111863,0 days 00:06:23.478000,11691,285,7,100,FALSE,8,pos,15025.51638,0.16459595,OnTrack,-3030,-4218,541
06:33.1,0 days 00:19:28.370000,,1.505758478,0 days 00:06:23.603000,11702,285,7,100,FALSE,8,car,15035.39333,0.164704147,OnTrack,-3113.207892,-4241.559697,539.7097555
06:33.1,0 days 00:19:28.425000,,1.505522888,0 days 00:06:23.658000,11418,280,7,71,FALSE,8,pos,15039.67157,0.164751012,OnTrack,-3167,-4254,538
06:33.3,0 days 00:19:28.585000,,1.505287298,0 days 00:06:23.818000,11134,275,7,42,FALSE,8,pos,15051.68987,0.164882666,OnTrack,-3387,-4298,529
06:33.3,0 days 00:19:28.609000,,1.505051708,0 days 00:06:23.842000,10850,271,7,14,TRUE,8,car,15053.38472,0.164901232,OnTrack,-3412.168365,-4302.766005,527.9030554
06:33.5,0 days 00:19:28.769000,,1.504344937,0 days 00:06:24.002000,9870,238,7,0,TRUE,8,car,15063.9625,0.165017106,OnTrack,-3488.980718,-4315.434957,524.144964
06:33.6,0 days 00:19:28.945000,,1.503991552,0 days 00:06:24.178000,9497,227,7,0,TRUE,8,pos,15074.60732,0.165133714,OnTrack,-3528,-4318,522
06:33.7,0 days 00:19:28.969000,,1.503638167,0 days 00:06:24.202000,9125,216,7,0,TRUE,8,car,15075.9625,0.165148559,OnTrack,-3538.854256,-4319.241499,521.5227497
06:33.8,0 days 00:19:29.145000,,1.503284782,0 days 00:06:24.378000,9168,201,7,0,TRUE,8,pos,15085.17013,0.165249423,OnTrack,-3643,-4332,517
06:33.9,0 days 00:19:29.169000,,1.502931397,0 days 00:06:24.402000,9212,187,7,0,TRUE,8,car,15086.35139,0.165262363,OnTrack,-3656.303026,-4333.473907,516.3316994
06:34.0,0 days 00:19:29.325000,,1.502578012,0 days 00:06:24.558000,9320,177,7,0,TRUE,8,pos,15093.67279,0.165342565,OnTrack,-3733,-4341,512
06:34.1,0 days 00:19:29.369000,,1.502224627,0 days 00:06:24.602000,9428,167,7,0,TRUE,8,car,15095.62917,0.165363996,OnTrack,-3753.353668,-4342.994988,510.8820777
06:34.3,0 days 00:19:29.649000,,1.501517857,0 days 00:06:24.882000,9030,148,5,0,TRUE,8,car,15107.14028,0.165490094,OnTrack,-3873.649933,-4355.630701,505.1238469
06:34.4,0 days 00:19:29.725000,,1.501164472,0 days 00:06:24.958000,9082,143,5,0,TRUE,8,pos,15110.11691,0.165522701,OnTrack,-3903,-4359,504
06:34.5,0 days 00:19:29.809000,,1.500811087,0 days 00:06:25.042000,9135,138,4,0,TRUE,8,car,15113.27361,0.165557281,OnTrack,-3933.686004,-4362.685189,502.9824949
06:34.6,0 days 00:19:29.885000,,1.500575497,0 days 00:06:25.118000,9149,130,4,0,TRUE,8,pos,15115.92787,0.165586357,OnTrack,-3960,-4366,502
06:34.7,0 days 00:19:30.065000,,1.500339907,0 days 00:06:25.298000,9163,123,4,0,TRUE,8,pos,15121.58078,0.165648281,OnTrack,-4017,-4374,499
06:34.8,0 days 00:19:30.089000,,1.500104317,0 days 00:06:25.322000,9178,116,4,0,TRUE,8,car,15122.29583,0.165656114,OnTrack,-4023.92402,-4375.144012,498.702528
06:35.0,0 days 00:19:30.289000,,1.499397547,0 days 00:06:25.522000,8287,102,2,0,TRUE,8,car,15127.9625,0.165718189,OnTrack,-4077.581585,-4388.221944,497.1546364
06:35.0,0 days 00:19:30.305000,,1.499161957,0 days 00:06:25.538000,8031,98,2,0,TRUE,8,pos,15128.39569,0.165722934,OnTrack,-4082,-4390,497
06:35.2,0 days 00:19:30.545000,,1.498926367,0 days 00:06:25.778000,7776,95,2,0,TRUE,8,pos,15134.57824,0.165790661,OnTrack,-4147,-4428,494
06:35.3,0 days 00:19:30.650000,,1.498690777,0 days 00:06:25.883000,7521,92,2,0,TRUE,8,car,15137.18806,0.16581925,OnTrack,-4164.924513,-4444.056335,493.1512254
06:35.5,0 days 00:19:30.850000,,1.497984007,0 days 00:06:26.083000,7081,88,2,0,TRUE,8,car,15142.07694,0.165872805,OnTrack,-4181.80057,-4472.953633,492.4416873
06:35.6,0 days 00:19:30.946000,,1.497748417,0 days 00:06:26.179000,6940,86,2,0,TRUE,8,pos,15144.3696,0.16589792,OnTrack,-4191,-4491,492
06:35.8,0 days 00:19:31.106000,,1.497512827,0 days 00:06:26.339000,6800,85,2,0,TRUE,8,pos,15148.07385,0.165938497,OnTrack,-4210,-4527,491
06:35.8,0 days 00:19:31.130000,,1.497277237,0 days 00:06:26.363000,6660,84,2,0,TRUE,8,car,15148.61028,0.165944374,OnTrack,-4212.830322,-4532.283001,490.8458712
06:36.0,0 days 00:19:31.286000,,1.496923852,0 days 00:06:26.519000,6467,80,2,0,TRUE,8,pos,15151.97528,0.165981235,OnTrack,-4231,-4564,490
06:36.1,0 days 00:19:31.370000,,1.496570467,0 days 00:06:26.603000,6274,77,2,0,TRUE,8,car,15153.74361,0.166000606,OnTrack,-4241.82594,-4578.882806,489.8469402
06:36.2,0 days 00:19:31.546000,,1.496217082,0 days 00:06:26.779000,5997,76,2,0,TRUE,8,pos,15157.4145,0.166040819,OnTrack,-4267,-4605,490
06:36.3,0 days 00:19:31.570000,,1.495863696,0 days 00:06:26.803000,5720,75,2,0,TRUE,8,car,15157.91028,0.16604625,OnTrack,-4270.627767,-4608.03922,490.0224104
06:36.4,0 days 00:19:31.706000,,1.495510311,0 days 00:06:26.939000,5614,74,2,0,TRUE,8,pos,15160.6949,0.166076754,OnTrack,-4292,-4623,490
06:36.5,0 days 00:19:31.810000,,1.495156926,0 days 00:06:27.043000,5508,73,2,0,FALSE,8,car,15162.77694,0.166099561,OnTrack,-4309.189869,-4632.088027,489.4942855
06:36.6,0 days 00:19:31.946000,,1.494921336,0 days 00:06:27.179000,5823,71,2,8,FALSE,8,pos,15165.41769,0.166128489,OnTrack,-4333,-4641,489
06:36.8,0 days 00:19:32.126000,,1.494685746,0 days 00:06:27.359000,6139,70,2,16,FALSE,8,pos,15168.83429,0.166165916,OnTrack,-4367,-4648,490
06:36.8,0 days 00:19:32.130000,,1.494450156,0 days 00:06:27.363000,6455,69,2,24,FALSE,8,car,15168.91028,0.166166749,OnTrack,-4367.767615,-4648.108336,490.0138328
06:37.0,0 days 00:19:32.306000,,1.494096771,0 days 00:06:27.539000,6617,69,2,29,FALSE,8,pos,15172.2796,0.166203658,OnTrack,-4402,-4651,490
06:37.1,0 days 00:19:32.370000,,1.493743386,0 days 00:06:27.603000,6780,70,2,35,FALSE,8,car,15173.57694,0.166217869,OnTrack,-4414.977472,-4651.037711,489.9682103
06:37.3,0 days 00:19:32.585000,,1.493390001,0 days 00:06:27.818000,7373,75,2,45,FALSE,8,pos,15178.32025,0.166269829,OnTrack,-4459,-4648,490
06:37.3,0 days 00:19:32.650000,,1.493036616,0 days 00:06:27.883000,7966,80,2,56,FALSE,8,car,15179.79917,0.16628603,OnTrack,-4471.346289,-4646.621604,490.0042202
06:37.5,0 days 00:19:32.785000,,1.492683231,0 days 00:06:28.018000,8121,82,2,58,FALSE,8,pos,15182.89015,0.16631989,OnTrack,-4503,-4641,490
06:37.5,0 days 00:19:32.850000,,1.492329846,0 days 00:06:28.083000,8276,84,2,61,FALSE,8,car,15184.46583,0.166337151,OnTrack,-4526.986386,-4635.296108,489.9966405
06:37.7,0 days 00:19:33.005000,,1.491976461,0 days 00:06:28.238000,8700,91,2,66,FALSE,8,pos,15188.58338,0.166382256,OnTrack,-4594,-4618,490
06:37.8,0 days 00:19:33.090000,,1.491623076,0 days 00:06:28.323000,9125,99,2,72,FALSE,8,car,15191.06583,0.16640945,OnTrack,-4622.362059,-4610.793844,490.0224381
06:38.0,0 days 00:19:33.330000,,1.490916306,0 days 00:06:28.563000,10525,115,2,91,FALSE,8,car,15198.7325,0.166493434,OnTrack,-4677.875835,-4600.452898,490.0909247
06:38.1,0 days 00:19:33.425000,,1.490562921,0 days 00:06:28.658000,11085,115,2,95,FALSE,8,pos,15201.72487,0.166526214,OnTrack,-4709,-4600,490
06:38.2,0 days 00:19:33.490000,,1.490209536,0 days 00:06:28.723000,11645,115,2,100,FALSE,8,car,15203.84361,0.166549423,OnTrack,-4735.1998,-4600.835614,489.8872232
06:38.4,0 days 00:19:33.730000,,1.489502766,0 days 00:06:28.963000,11927,133,2,100,FALSE,8,car,15212.71028,0.166646553,OnTrack,-4857.738192,-4610.792054,489.2077514
06:38.5,0 days 00:19:33.845000,,1.489149381,0 days 00:06:29.078000,11885,141,2,100,FALSE,8,pos,15217.44877,0.16669846,OnTrack,-4906,-4616,489
06:38.6,0 days 00:19:33.930000,,1.488795996,0 days 00:06:29.163000,11844,150,3,100,FALSE,8,car,15221.04361,0.16673784,OnTrack,-4933.265633,-4619.477569,488.9386644
06:38.9,0 days 00:19:34.170000,,1.488089226,0 days 00:06:29.403000,11625,155,3,100,FALSE,8,car,15231.37694,0.166851035,OnTrack,-4995.630775,-4630.072913,489.0015795
06:38.9,0 days 00:19:34.185000,,1.487853636,0 days 00:06:29.418000,11414,159,3,100,FALSE,8,pos,15232.05037,0.166858412,OnTrack,-5001,-4631,489
06:39.0,0 days 00:19:34.345000,,1.487618046,0 days 00:06:29.578000,11204,164,3,100,FALSE,8,pos,15239.484,0.166939843,OnTrack,-5073,-4643,489
06:39.1,0 days 00:19:34.450000,,1.487382455,0 days 00:06:29.683000,10994,169,3,100,FALSE,8,car,15244.52139,0.166995025,OnTrack,-5136.673718,-4652.516102,489.2404532
06:39.3,0 days 00:19:34.665000,,1.48702907,0 days 00:06:29.898000,11155,173,3,100,FALSE,8,pos,15255.0777,0.167110664,OnTrack,-5285,-4673,490
06:39.4,0 days 00:19:34.690000,,1.486675685,0 days 00:06:29.923000,11317,177,4,100,FALSE,8,car,15256.32139,0.167124287,OnTrack,-5300.645083,-4675.0974,490.0499891
06:39.5,0 days 00:19:34.850000,,1.485968915,0 days 00:06:30.083000,11317,182,4,100,FALSE,8,car,15264.41028,0.167212897,OnTrack,-5391.261065,-4686.928798,490.1495145
06:39.8,0 days 00:19:35.085000,,1.48561553,0 days 00:06:30.318000,11056,189,4,100,FALSE,8,pos,15277.21344,0.167353148,OnTrack,-5496,-4700,490
06:39.8,0 days 00:19:35.130000,,1.485262145,0 days 00:06:30.363000,10796,197,5,100,FALSE,8,car,15279.7325,0.167380743,OnTrack,-5512.425454,-4702.019542,489.9894739
06:40.0,0 days 00:19:35.365000,,1.48490876,0 days 00:06:30.598000,10943,200,5,100,FALSE,8,pos,15293.05381,0.16752667,OnTrack,-5595,-4712,490
06:40.2,0 days 00:19:35.529000,,1.484555375,0 days 00:06:30.762000,11091,204,5,100,FALSE,8,car,15302.3425,0.167628422,OnTrack,-5681.265629,-4722.342938,490.0023885
06:40.4,0 days 00:19:35.685000,,1.48420199,0 days 00:06:30.918000,11323,204,5,100,FALSE,8,pos,15311.17547,0.167725183,OnTrack,-5775,-4733,490
06:40.4,0 days 00:19:35.689000,,1.483848605,0 days 00:06:30.922000,11555,204,5,100,FALSE,8,car,15311.40917,0.167727743,OnTrack,-5777.381766,-4733.256439,489.9999721
06:40.5,0 days 00:19:35.865000,,1.48349522,0 days 00:06:31.098000,11784,212,5,100,FALSE,8,pos,15322.14768,0.167845377,OnTrack,-5882,-4744,490
06:40.6,0 days 00:19:35.929000,,1.483141835,0 days 00:06:31.162000,12014,221,5,100,FALSE,8,car,15326.1425,0.167889138,OnTrack,-5920.920567,-4747.961115,490.0001983
06:40.8,0 days 00:19:36.129000,,1.482435065,0 days 00:06:31.362000,12143,226,5,100,FALSE,8,car,15338.69806,0.168026677,OnTrack,-6045.79569,-4760.601247,490.0004682
06:40.9,0 days 00:19:36.185000,,1.48208168,0 days 00:06:31.418000,12329,227,5,100,FALSE,8,pos,15342.26568,0.168065758,OnTrack,-6081,-4764,490
06:41.0,0 days 00:19:36.289000,,1.481728295,0 days 00:06:31.522000,12515,229,5,100,FALSE,8,car,15348.87583,0.168138169,OnTrack,-6146.375228,-4770.057011,489.9986137
06:41.0,0 days 00:19:36.345000,,1.481492705,0 days 00:06:31.578000,12088,224,5,66,FALSE,8,pos,15352.35538,0.168176285,OnTrack,-6181,-4773,490
06:41.2,0 days 00:19:36.525000,,1.481257115,0 days 00:06:31.758000,11661,219,5,33,FALSE,8,pos,15363.12579,0.168294269,OnTrack,-6294,-4781,490
06:41.3,0 days 00:19:36.609000,,1.481021525,0 days 00:06:31.842000,11234,214,5,0,TRUE,8,car,15367.89806,0.168346546,OnTrack,-6358.552929,-4785.054444,489.9589543
06:41.4,0 days 00:19:36.765000,,1.48066814,0 days 00:06:31.998000,11278,201,5,0,TRUE,8,pos,15376.30924,0.168438686,OnTrack,-6476,-4792,490
06:41.6,0 days 00:19:36.929000,,1.480314755,0 days 00:06:32.162000,11323,188,5,0,TRUE,8,car,15384.60917,0.168529607,OnTrack,-6538.442904,-4795.238907,490.6314528
06:41.7,0 days 00:19:37.045000,,1.47996137,0 days 00:06:32.278000,11043,180,5,0,TRUE,8,pos,15390.20542,0.16859091,OnTrack,-6577,-4802,491
06:41.8,0 days 00:19:37.130000,,1.479607985,0 days 00:06:32.363000,10763,173,4,0,TRUE,8,car,15394.26833,0.168635417,OnTrack,-6615.784386,-4812.132765,491.0476142
06:42.0,0 days 00:19:37.290000,,1.478901214,0 days 00:06:32.523000,10331,173,4,0,TRUE,8,car,15401.95722,0.168719645,OnTrack,-6708.612834,-4842.706776,490.6382509
06:42.1,0 days 00:19:37.405000,,1.478547829,0 days 00:06:32.638000,10423,169,4,26,TRUE,8,pos,15407.30634,0.168778241,OnTrack,-6769,-4872,490
06:42.3,0 days 00:19:37.570000,,1.478194444,0 days 00:06:32.803000,10515,166,4,53,FALSE,8,car,15414.86833,0.168861079,OnTrack,-6836.654237,-4923.865432,488.6072118
06:42.4,0 days 00:19:37.766000,,1.477841059,0 days 00:06:32.999000,10703,169,4,66,FALSE,8,pos,15424.10848,0.168962299,OnTrack,-6894,-4987,487
06:42.6,0 days 00:19:37.930000,,1.477487674,0 days 00:06:33.163000,10892,172,4,80,FALSE,8,car,15432.06833,0.169049495,OnTrack,-6928.671017,-5027.954387,486.4499577
